R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
10.1,2472,13378,51.2,6.1,22.2,13.5415929,28616,13886,9.278901846,7.9,34.78704099,3346,3604,180,1048,49679,11266,3735,35.3,8.2,5979,55737,71.9,2256,7.0,79.1,7169,202.9,378,4085,13.09818598,0,9.2,14.4,3924,163,508,4049,295,288,61795,88,2012,6333,9.050397667,3.5,101,5,3226,7186,21988,20766,1794,3267,3177,228.7,0.394441738,766
10.3,7454,32308,50.3,6.5,20.7,23.48363724,78727,33786,44.0154936,11.4,95.00554909,9372,8533,669,3036,41096,30443,9412,37.2,8.5,13034,44811,75.0,5911,7.0,79.9,19564,188.2,1589,11265,34.08915083,2,9.3,12.3,10878,-214,1478,10229,42,3334,48526,68,5662,16257,5.459488524,3.1,516,57,9685,3599,60570,72297,5173,11284,7478,207.6,2.29873201,1891
14.0,3161,9874,54.4,6.5,24.0,7.151253308,23974,10269,13.40362828,13.7,28.93115493,2717,2799,71,935,33603,9903,2906,38.5,10.3,4289,37370,75.0,2033,7.0,79.9,7228,188.2,414,3089,10.38085158,2,11.6,14.5,1643,-147,395,3232,70,341,41137,134,2119,5793,1.662527187,3.7,98,9,3194,2020,18214,21362,1871,3069,2648,207.6,0.700011447,672
15.0,1105,3676,54.9,6.3,40.6,5.915136363,9509,3834,4.246605376,10.8,16.86380388,775,1778,19,676,31383,4323,880,37.7,12.8,2299,35025,79.0,1526,7.0,86.6,3175,236.3,177,944,5.303600355,7,13.8,17.0,732,88,158,1404,242,75,38667,425,1086,3794,1.032161029,4.5,107,10,853,61,7876,9135,1010,673,1337,273.1,0.189358865,354
4.9,70656,470913,38.1,6.1,13.8,439.0422353,927781,487986,300.8383014,12.4,1127.856992,127390,83368,114724,17104,69082,258567,137896,32.3,5.6,164871,72008,71.9,40539,7.0,79.1,130489,202.9,26312,144707,424.6662039,22,5.8,11.2,206823,9628,17073,125418,153,5571,74934,118,39507,122430,293.4297945,2.7,7876,977,128890,272189,678652,505703,37762,122469,75829,228.7,12.7884942,17990
10.0,2408,14078,50.0,6.7,25.2,24.82518009,33466,14766,20.16480912,11.0,67.97378709,3893,4553,205,1468,43274,12841,3783,32.8,9.5,7966,46396,87.6,2845,7.9,97.8,8426,249.7,597,4260,14.79801699,2,11.0,12.8,4099,210,688,4761,112,389,49518,367,2839,8300,12.6653616,3.5,235,16,4172,224,25705,32189,2442,3731,3295,287.0,0.482107341,897
11.0,8911,22665,52.9,7.8,19.4,33.45731031,62190,23952,23.91523737,13.4,99.99825536,7815,7106,199,2291,36645,24383,7031,40.0,9.3,9640,40484,75.8,4068,9.1,84.1,16807,231.8,966,8734,31.54889572,2,11.4,14.1,5458,-324,1287,8256,55,1050,44323,383,5258,12138,10.23604189,3.6,239,20,8783,11281,46116,49485,4308,8106,6496,260.3,2.108597938,1673
9.6,5300,27270,54.1,6.7,22.7,47.451656,63968,28474,38.54367149,11.0,129.9273057,7776,8255,262,2608,47634,26937,7997,41.8,8.9,15315,50396,87.6,4854,7.9,97.8,17475,249.7,1064,7980,28.28541059,12,10.6,12.2,5673,424,1204,8994,311,3055,53158,367,5288,14301,24.20898377,3.3,396,27,7627,1603,49747,60616,4410,7877,6088,287.0,0.921515639,1658
8.5,12535,102789,43.1,6.0,20.4,117.6260205,216072,106276,83.99684779,10.3,295.2367465,27835,26087,6850,6596,59612,71512,28533,33.4,7.5,50035,62835,80.1,15505,6.9,86.8,44514,240.7,6872,29769,125.3865989,15,8.5,11.9,33943,3895,3487,30707,226,1250,66058,192,14110,41495,61.81072386,3.0,1220,344,25513,26623,165863,174163,12381,25527,19664,265.2,2.201366663,4960
8.9,5291,69689,33.9,6.7,22.8,111.7412241,140799,72560,42.79989179,8.3,247.6324611,15171,19805,2823,4995,87969,38332,18028,26.2,6.3,28717,92284,87.5,10755,7.6,97.7,31645,271.0,2341,17449,87.19608678,9,6.3,9.6,35257,-386,2871,24616,302,1694,96599,224,7120,32694,29.42887685,2.6,397,59,13585,3531,112925,131648,7128,16395,10789,306.5,1.29600854,2967
8.0,618,5795,37.4,5.4,23.7,2.999218311,9764,6084,3.24941057,10.8,11.4161801,1367,1434,130,381,45527,2868,1164,30.1,6.8,2335,50750,62.2,766,5.8,65.3,1911,199.9,199,1105,3.728173534,42,6.3,10.7,1861,124,289,1259,111,144,55973,168,482,2258,2.464857067,3.0,477,12,1167,87,7674,8859,519,1121,823,216.2,0.166794839,232
15.6,162,1036,47.2,9.7,37.4,1.03072715,2232,1060,1.723751673,9.3,2.651699762,207,382,4,195,49037,839,205,34.9,9.9,570,54250,79.6,285,10.5,87.0,516,217.1,7,238,1.342000876,0,7.9,12.9,437,-30,24,282,92,40,59463,383,140,851,0.666595621,3.7,17,0,256,10,1778,2194,176,182,229,237.6,0.114525239,66
10.8,18190,97231,48.7,7.4,24.2,243.4133951,229577,101729,76.12542472,10.5,574.5589926,27540,28770,9553,12126,52040,88022,26350,33.3,8.2,49428,54096,94.8,17810,10.2,112.9,52346,304.1,5210,28506,148.1508844,56,9.5,12.9,39315,-550,4498,32142,302,13150,56152,356,17194,56184,104.4727472,3.3,799,163,26600,16206,180924,197646,14899,29733,23351,375.1,1.950126621,5945
7.0,5215,83402,33.5,7.1,20.8,164.2840202,150921,86499,33.07646897,7.7,363.9256451,16290,17633,7440,5632,83740,41783,16414,25.2,5.7,24811,89584,93.7,10547,8.6,105.7,26390,302.9,3011,22142,136.4457149,56,5.6,7.9,39454,-12,3097,21348,154,15020,95428,13,6931,31539,68.43407372,2.3,404,116,12983,5682,124761,134268,7162,27932,9818,352.1,1.351784172,2920
12.1,520,5050,46.1,6.5,26.6,3.865812882,9547,5180,6.536793145,11.2,12.3627365,1156,1310,49,660,54421,3374,974,34.5,8.5,2368,60166,77.9,807,6.9,84.8,2401,193.1,136,1234,5.813843787,2,7.9,11.5,1393,-31,130,1295,130,125,65911,112,576,2548,2.580233481,3.3,33,2,1171,65,7312,9262,621,940,843,218.2,0.35693734,245
12.0,2290,14673,44.2,7.5,28.6,27.45108145,29163,15410,8.276829235,9.5,66.27254755,3083,4353,113,1525,44296,10484,3493,30.5,9.1,5425,49147,97.6,2985,9.6,116.2,9363,306.1,259,3224,16.13378433,12,9.8,13.2,4294,-98,737,4385,16,529,53998,152,2336,8442,11.10494698,3.4,65,1,2784,302,23737,28423,2152,3331,3144,386.0,0.241306975,805
10.3,2795,4053,54.3,7.4,23.4,7.817741037,14755,4303,5.418150047,8.1,22.01913513,2037,1925,40,545,35774,6790,2227,39.8,10.3,2605,40195,77.8,1294,8.1,85.1,4318,225.8,200,1360,12.52756495,3,12.6,15.0,1433,25,250,2374,159,2632,44616,161,1576,3372,2.597922307,3.6,87,5,1160,1053,12504,13370,1293,1833,1877,253.1,0.250638478,454
12.0,3769,11361,56.5,7.1,24.0,20.27590145,29979,12102,13.86434648,12.1,58.42721817,3381,3980,213,1385,39394,13108,3594,38.1,9.8,5353,43785,83.7,2502,8.3,93.7,8427,248.6,566,3825,15.4877522,14,12.0,14.5,3173,-164,741,4029,23,883,48176,165,2788,7248,5.734494769,3.6,131,106,3709,694,23182,28269,2276,3574,3361,292.7,0.497536666,840
13.4,4425,12424,52.2,7.4,25.9,16.82549538,31756,12973,11.66104865,9.7,47.3900139,3521,4403,221,1324,34294,13404,4010,36.5,10.2,6050,37987,77.8,2939,8.1,85.1,8684,225.8,444,3695,26.96207066,12,12.7,15.0,3432,121,549,4421,313,1263,41680,38,3266,8189,5.591299274,3.7,113,9,3167,370,25696,30599,2632,4276,3858,253.1,0.539429041,950
7.5,1263,10297,41.4,6.3,19.3,15.7622926,25339,10672,11.31609356,10.5,44.9376303,2357,2423,578,984,36320,8559,2186,29.3,6.8,3354,40395,79.0,1647,7.0,86.6,4831,236.3,513,4218,14.13270895,24,8.2,9.6,4058,33,375,2612,277,2915,44470,11,1700,4911,2.750439406,2.7,83,17,2483,753,20684,23395,1408,6429,1981,273.1,0.504591891,563
12.9,1065,6774,46.5,6.1,26.1,6.085772783,15479,7169,7.686439741,9.6,20.13787071,1681,2132,40,730,44213,5622,1975,34.8,8.7,3596,49287,74.4,1350,6.5,80.3,4850,212.0,205,1988,7.987143071,1,10.8,13.5,1469,-8,395,2106,41,209,54361,44,1311,4085,1.954571646,3.3,59,8,1763,75,12100,15092,1058,1754,1629,230.8,0.305329535,402
13.2,418,4182,46.8,6.5,30.6,3.927361385,9699,4290,6.640866944,10.3,12.5595665,1113,1405,27,730,49548,3568,988,34.7,8.6,2677,54865,77.9,866,6.9,84.8,2557,193.1,100,1097,5.906407342,1,7.9,11.5,1371,-50,108,1243,209,720,60182,112,598,3002,2.621313976,3.4,41,0,1171,228,7616,9303,657,1086,875,218.2,0.362620222,256
10.3,3660,14544,51.0,6.9,19.3,15.58497145,33338,15230,12.74079942,10.3,43.25596891,3336,3350,710,1206,33401,13764,3278,37.6,7.6,4657,37259,71.2,2279,7.6,77.2,6405,196.7,637,4654,17.30375167,18,8.6,13.4,4536,-97,686,3521,48,2241,41117,49,2336,6441,3.648997692,3.3,236,30,3580,12562,27010,19163,2064,8134,3626,217.1,0.6888762,887
12.0,7438,20271,55.8,6.2,24.5,25.31730504,52005,21741,20.15367666,10.9,75.02035851,5668,7423,164,2422,35506,22464,5707,40.1,10.3,10885,38818,78.1,4396,7.1,86.2,13628,223.5,637,6592,23.62447634,3,11.2,19.0,4629,-752,1470,7143,39,909,42130,42,4499,13212,21.24550109,4.6,405,67,6244,30047,40294,20685,4139,6410,7676,255.0,0.560937322,1866
11.2,1289,5698,51.0,5.4,30.0,4.600635952,12159,5903,4.071944086,9.2,14.36025391,1303,2000,130,601,43877,4960,1304,35.7,10.2,2646,47572,66.5,1393,6.2,72.9,3545,199.9,189,1339,4.193949901,5,10.2,14.5,993,408,205,1734,541,59,51267,547,988,3375,2.475277704,3.7,138,7,1307,316,9731,11379,988,1178,1413,224.8,0.221559172,362
8.3,650,3179,51.3,5.4,28.7,2.869579987,7584,3305,2.539816099,10.0,8.957000221,808,1191,39,416,49148,3059,848,37.2,9.5,2068,55008,66.5,751,6.2,72.9,1614,199.9,106,943,2.615915458,47,8.5,15.4,925,36,126,1034,153,90,60868,272,504,2153,1.543918588,3.8,74,2,834,399,5963,6964,566,759,921,224.8,0.138194322,228
10.3,172,3666,46.3,6.2,26.5,3.032412293,6544,3743,4.273869675,11.5,9.310930363,748,816,18,364,58755,2284,753,36.8,7.5,1748,64456,80.3,533,6.8,88.2,1523,214.5,76,900,3.544598262,0,7.0,10.6,1010,31,77,876,183,72,70157,272,347,1735,2.788191169,3.1,37,3,837,20,4933,6390,372,717,522,239.2,0.315452286,152
12.1,2024,4727,58.6,9.2,28.6,7.61469727,14089,5085,9.68221241,8.5,21.86884882,1487,2164,33,700,35357,6651,1713,41.5,12.2,1861,39292,89.4,1414,10.5,100.1,4923,231.6,165,1504,7.349431176,3,15.4,16.8,1561,-135,358,2035,427,395,43227,49,1748,4105,5.211698541,4.0,62,4,1477,96,11353,13729,1390,1595,1912,263.4,0.43690886,453
8.5,209,1237,48.0,6.3,24.9,0.871207503,2105,1265,1.293435869,9.4,2.756775276,202,287,4,136,54378,747,252,37.3,8.0,532,59800,80.5,160,6.8,88.0,435,206.5,34,309,1.187155784,1,7.4,12.9,314,-25,28,239,39,26,65222,78,115,537,0.601530823,3.2,22,1,303,33,1556,2011,124,217,200,227.6,0.100496135,51
9.2,13275,126005,36.7,7.2,23.6,203.6974175,251423,130339,141.4260019,10.5,525.4788719,32822,30826,11636,12200,69526,73538,30882,27.7,6.6,40782,71695,88.2,19932,8.7,100.8,56940,273.3,5498,31110,137.4800515,42,6.7,10.2,61933,2185,4334,33536,51,12253,73864,156,13415,58099,111.2915054,2.7,581,140,27640,11151,200505,222417,13248,32475,20405,320.5,3.906687171,5476
9.9,1220,6284,44.2,6.6,26.0,6.291137745,10980,6509,6.860568875,14.2,18.36072954,1210,1416,132,736,46766,3663,1137,35.0,8.3,1982,51962,96.0,854,7.4,104.9,3036,265.0,124,1424,5.635607062,53,7.0,11.9,1125,64,225,1427,146,150,57158,288,578,2839,3.54573611,3.4,147,7,1517,138,8297,10432,691,1259,990,302.7,0.248514617,285
11.7,1423,10623,45.3,6.1,25.1,7.991827855,20327,10983,10.09382135,9.5,26.44502216,2248,2794,78,904,51683,7191,2459,35.2,8.3,4364,56862,74.4,1767,6.5,80.3,6465,212.0,229,2642,10.48870452,0,10.3,13.0,2143,-90,360,3118,65,368,62041,7,1633,5172,2.566740607,3.2,54,0,2230,198,15887,19768,1323,2165,2064,230.8,0.400958296,504
6.4,1421,7369,41.1,5.4,15.4,6.132363208,19964,7724,6.643919769,16.2,23.34213637,2858,1788,100,577,56582,5441,2249,33.8,6.4,4323,60767,62.2,1057,5.8,65.3,4294,199.9,538,3475,7.622824297,25,6.5,9.9,1691,49,355,1938,43,297,64952,164,863,3119,5.039779444,2.8,930,68,3762,101,13244,18227,845,2260,1315,216.2,0.341037707,375
10.7,3304,21136,38.7,7.1,29.4,18.55156785,42214,21941,20.18214913,10.5,54.02412228,4778,6384,365,2421,48233,12804,4569,23.8,8.5,9719,52576,88.9,4365,7.8,95.4,9337,262.5,883,5044,21.45696721,0,8.1,10.9,7017,429,805,5602,179,542,56919,175,2684,12041,16.65416419,3.6,776,83,4931,307,33094,39800,2806,4120,3606,285.7,0.659644242,1194
5.1,23435,291168,38.0,5.4,16.0,214.431105,566719,300336,189.7892985,11.9,669.3172743,90564,50940,43457,13894,84948,160153,86984,30.6,5.4,109681,87817,66.5,31477,6.2,72.9,70838,199.9,16127,81248,195.4758692,24,5.0,9.6,142568,20771,9168,66582,548,4260,90686,246,21123,81426,115.3702529,2.4,4894,901,77624,40893,421443,460447,22735,67406,40266,224.8,10.32665451,10121
6.6,55530,383773,40.1,6.1,16.5,358.0165098,756558,399846,245.3182633,14.4,919.7097483,119720,76559,49707,19943,60292,233458,101345,29.4,5.7,124874,63477,71.9,39317,7.0,79.1,104713,202.9,16578,90516,346.2935907,38,6.0,13.5,218302,4470,16073,95370,277,11521,66662,258,34655,121505,239.2770044,3.1,3540,528,101612,415518,581616,270687,33226,112176,78586,228.7,10.42836358,17968
10.1,4628,26173,49.1,7.1,22.7,39.56840917,58504,27814,27.05626359,12.6,114.0206802,6697,7389,228,2336,51548,21828,7070,38.2,8.8,11045,55202,83.7,4301,8.3,93.7,18335,248.6,995,7942,30.22433885,6,10.5,12.4,5354,42,1641,8159,75,578,58856,224,4670,13292,11.190863,3.2,195,25,7475,844,44418,56217,3907,7135,5519,292.7,0.970942497,1424
13.0,2803,13145,51.5,6.1,25.6,12.58358057,32006,13754,15.89328706,9.6,41.63916856,3525,4273,120,1483,42591,12868,3993,39.0,9.1,7123,46835,74.4,2795,6.5,80.3,9505,212.0,337,4121,16.51505273,3,11.2,14.4,3369,-174,609,4777,31,281,51079,7,2800,8315,4.041476847,3.4,124,8,3547,90,24987,31327,2267,3492,3595,230.8,0.631331294,853
8.6,436,5373,43.0,6.3,25.9,4.202903653,10155,5499,6.239829573,13.2,13.29931255,1110,1193,36,772,53664,3230,1021,34.5,7.9,1998,59567,80.5,727,6.8,88.0,2575,206.5,148,1370,5.727110206,12,7.7,11.3,1624,57,126,1337,169,259,65470,262,582,2619,2.901921858,3.1,74,8,1516,71,7516,9818,595,1109,850,227.6,0.484816272,236
14.2,275,1525,49.9,6.3,32.3,1.317365074,3183,1594,1.955822504,10.7,4.168558529,379,519,4,208,40233,1254,285,38.9,10.8,894,43894,80.5,302,6.8,88.0,851,206.5,73,390,1.795114898,0,11.2,15.7,314,38,69,458,397,39,47555,98,281,1025,0.909583188,4.1,51,0,349,20,2511,3035,272,293,393,227.6,0.151961614,103
8.3,1751,13214,35.1,6.3,14.6,14.53490144,29144,13690,12.75909781,13.0,40.21049006,3819,2469,869,782,52791,8096,3072,31.2,5.0,4172,58448,81.7,1381,7.3,90.3,3964,231.8,1203,4110,15.32186645,37,5.6,8.8,7181,628,476,3153,411,2676,64105,199,1294,4113,7.192175808,2.4,225,35,3751,7125,23047,19687,1149,6607,2028,263.2,0.328472349,553
9.6,573,2898,46.1,5.8,24.5,1.779259558,5319,2958,3.04861759,10.9,6.28878549,585,640,24,294,47805,1816,596,34.3,9.6,1034,52550,68.5,455,6.2,73.9,1306,189.1,147,837,1.525657741,49,9.3,13.6,715,-42,60,705,369,43,57295,496,368,1333,1.737442237,3.5,120,2,685,67,3942,4959,379,522,534,206.7,0.16861823,139
17.7,13556,45314,47.1,6.0,43.6,80.53009919,147929,47799,57.50661676,7.3,202.1274236,11768,27447,2488,13329,38324,59248,13115,29.2,13.0,36497,41556,80.1,25904,6.9,86.8,43548,240.7,2507,12638,85.84321052,1,13.5,15.0,20044,2417,2485,19916,225,2250,44788,219,17037,61636,42.31736907,4.6,640,57,11559,4656,125893,137581,16378,12253,18842,265.2,1.507117855,5740
7.9,933,8205,43.0,6.6,23.4,8.610493445,15028,8473,9.389856927,10.3,25.12978538,1767,1864,104,814,61507,4942,1726,34.3,7.1,3592,66209,96.0,1117,7.4,104.9,4014,265.0,202,2048,7.713288063,39,6.2,10.3,1713,124,268,2255,181,230,70911,50,710,3491,4.85294374,3.0,71,7,1832,127,11486,14517,810,1605,1188,302.7,0.340134578,341
11.0,580,5689,45.0,6.2,25.3,4.97030169,10726,5826,7.005123187,12.5,15.26116123,1233,1475,51,722,44406,3769,1098,34.2,8.0,3066,49034,80.3,813,6.8,88.2,2331,214.5,141,1406,5.809804548,25,7.5,10.9,1387,-24,137,1412,310,428,53662,354,629,2755,4.570008936,3.2,85,3,1282,146,8378,10300,669,1285,915,239.2,0.517044807,269
11.2,1723,6769,53.8,7.6,20.4,6.421708477,14529,7058,6.177846129,11.2,20.99167085,1612,1913,34,481,48579,6060,1846,40.5,9.7,2808,54583,72.9,1015,8.3,77.3,4365,214.6,180,1874,9.539895023,3,12.4,14.5,1130,-29,289,2316,31,215,60587,18,1395,2966,3.205976991,3.3,48,7,1703,137,11261,14123,1088,1769,1628,230.9,0.341407286,371
7.4,4198,8322,51.6,6.0,20.2,14.83172706,27245,8789,10.59134973,13.2,37.22705931,3129,2706,308,1182,34892,10366,3227,41.4,10.5,3019,39169,80.1,1985,6.9,86.8,8304,240.7,457,4032,15.81027568,6,11.8,15.9,1802,43,467,3130,136,1627,43446,102,2376,5531,7.793851918,4.1,320,30,3862,2035,20104,24095,2112,3992,3197,265.2,0.277575228,833
12.9,1831,2776,57.9,6.5,23.8,2.680153957,8985,2917,5.023425381,9.0,10.84284754,1214,1078,53,460,24961,4256,1193,43.4,11.2,1578,28080,75.0,789,7.0,79.9,2770,188.2,125,921,3.890546067,7,11.6,18.8,607,-162,141,1170,123,1753,31199,124,851,2289,0.623083623,4.6,53,2,888,4868,7346,3884,821,1272,1381,207.6,0.262350999,335
12.7,2088,13413,54.6,9.2,28.9,16.63840269,30785,14237,21.15600178,9.2,47.78426509,3208,4787,107,1567,46510,13562,3817,36.2,10.6,6762,50064,89.4,2990,10.5,100.1,9969,231.6,353,3342,16.0587862,0,12.9,15.0,4273,-431,824,4413,172,540,53618,29,3198,9258,11.38775922,3.5,80,2,3165,225,24835,30018,2632,3496,3715,263.4,0.954662449,878
11.2,1687,5616,53.6,7.6,23.7,5.794963166,13111,5862,5.574901273,13.1,18.9429277,1597,1747,72,536,42012,5373,1659,37.9,11.1,2310,47132,72.9,959,8.3,77.3,4177,214.6,236,1607,8.60882123,25,13.9,16.0,892,40,246,1764,25,393,52252,56,1394,3120,2.893080345,3.8,50,54,1703,530,10028,12169,1109,1539,1603,230.9,0.308086649,380
10.3,1317,11406,39.5,6.5,24.5,8.90833596,22000,11695,15.063313,11.7,28.4885517,2596,2764,356,1123,52570,6617,2506,31.7,7.7,4478,56492,77.9,1624,6.9,84.8,5799,193.1,290,3032,13.39735659,40,7.5,10.9,3334,-197,289,2779,27,690,60414,377,1259,5458,5.945861169,3.1,97,11,2903,388,16734,20858,1296,2673,1827,218.2,0.822522413,526
4.9,1601,34407,33.4,6.3,11.2,30.5038511,73703,35429,45.28746027,12.5,96.52380436,9652,5294,3727,1831,43756,20531,5658,27.9,4.3,11825,47057,80.5,2785,6.8,88.0,7013,206.5,2602,10228,41.56624358,57,4.9,7.1,17403,-279,1022,5172,296,9684,50358,399,3007,8478,21.06158018,2.0,505,220,7544,4999,61422,61650,2653,25539,4353,227.6,3.518701496,1245
7.6,296,644,51.7,5.4,29.7,0.850960626,2249,672,0.753170676,9.0,2.656156843,280,292,29,126,35598,943,280,37.5,10.2,492,39627,66.5,251,6.2,72.9,548,199.9,47,267,0.775737588,45,9.6,15.3,267,42,28,245,298,315,43656,273,175,661,0.457841891,4.0,50,2,222,132,1825,1989,187,286,279,224.8,0.040980885,72
10.6,1991,15590,46.8,5.8,25.5,25.73583841,33976,16309,16.14389863,9.1,57.02364195,4258,4372,260,1847,44293,12893,3915,35.5,8.0,7468,48976,87.2,2872,7.0,99.6,9760,240.5,628,4090,13.23458357,16,9.1,11.4,4782,-223,719,4717,338,3327,53659,69,2503,8786,6.645291608,3.2,145,19,3373,2367,27568,30557,2208,4532,3132,284.4,0.498663536,890
13.0,854,3664,51.8,7.6,22.0,3.641575892,8239,3851,3.5032882,9.9,11.90380454,958,1102,9,292,52793,3268,1027,39.9,9.9,1533,56432,72.9,574,8.3,77.3,2485,214.6,123,1069,5.409814515,14,12.5,14.1,775,-38,187,1250,362,41,60071,7,787,1834,1.818022192,3.4,26,2,1024,62,6315,8017,625,943,889,230.9,0.193602769,214
14.5,2274,4670,55.1,7.4,26.1,7.071201077,13346,4886,4.900754356,11.7,19.91646068,1470,1734,51,605,32652,5769,1664,38.6,11.5,1997,36317,77.8,1374,8.1,85.1,3936,225.8,163,1649,11.33126953,0,14.5,16.3,1132,12,216,1818,267,180,39982,133,1519,3484,2.349838774,4.1,88,1,1494,80,10469,12963,1204,1538,1707,253.1,0.226704244,428
7.7,1208,4333,47.8,5.4,21.5,3.345951454,8843,4444,2.961444325,10.6,10.4439284,1130,976,47,348,43403,3304,1071,35.6,8.8,1693,48780,66.5,694,6.2,72.9,2406,199.9,106,1127,3.05017674,19,9.3,13.0,766,22,111,1208,402,1121,54157,36,643,1896,1.800220474,3.3,101,10,1039,353,6919,8226,612,1250,897,224.8,0.161135599,230
7.7,274,2572,41.1,5.4,26.2,1.560429027,5080,2789,1.690598699,12.2,5.939593908,597,767,78,253,45534,1601,516,30.0,8.4,1097,51028,62.2,507,5.8,65.3,1219,199.9,80,703,1.939688811,27,7.5,12.6,838,19,217,617,16,174,56522,354,292,1314,1.282412321,3.6,136,21,585,25,3897,4740,326,535,490,216.2,0.086779781,138
9.8,3192,21773,42.3,7.4,25.2,51.48666663,48560,22772,16.10200771,10.1,121.5304002,5468,6699,388,2610,57696,16219,5543,31.0,8.3,10149,60309,94.8,4326,10.2,112.9,12549,304.1,703,6026,31.33679309,4,8.9,11.5,8849,-90,999,7544,65,520,62922,18,3404,12444,22.09801768,3.3,126,21,5218,488,38350,46834,3189,5126,4418,375.1,0.412489704,1254
9.1,3106,14161,42.7,6.3,21.3,14.01822021,28108,14588,12.30554217,13.7,38.78110261,3636,3153,776,1132,46691,9284,3276,31.7,7.0,4448,51456,81.7,1878,7.3,90.3,4607,231.8,1076,3816,14.77721047,80,7.6,11.1,6241,-102,427,3497,15,1079,56221,457,1661,5865,6.936511036,3.0,259,33,3629,3251,21754,22713,1532,4091,2408,263.2,0.316795937,653
5.7,9527,178360,32.8,7.5,18.3,304.2238357,323196,183889,91.72712346,11.0,734.4588101,43734,34210,61608,9407,111825,80251,45407,24.5,4.9,42897,116719,97.6,20131,9.6,116.2,29650,306.1,12260,45204,178.8010342,74,4.6,9.2,130437,3822,5529,46613,400,1686,121613,154,11223,57302,123.0694525,2.4,1352,286,40923,64760,244453,182930,11985,37567,22389,386.0,2.674260159,5835
10.1,608,2211,54.1,9.7,19.3,3.215019005,6962,2300,5.376684204,23.5,8.271117268,761,787,17,219,38661,2433,578,41.1,11.2,1528,42407,79.6,387,10.5,87.0,1168,217.1,137,1208,4.185936425,0,11.0,16.4,611,27,89,791,330,16,46153,116,495,1327,2.079228815,4.3,3848,1,1429,26,4500,2933,504,802,740,237.6,0.357224334,196
11.3,12394,28979,52.3,6.9,22.2,33.37132363,71385,30129,27.28123962,11.4,92.62185315,8219,8595,368,2668,36085,28324,9344,35.4,10.5,13441,39491,71.2,5624,7.6,77.2,15956,196.7,1602,10009,37.05166217,1,12.5,15.6,6085,-19,1150,9397,21,782,42897,24,6766,15782,7.81341713,3.8,1449,457,8929,1325,54197,66184,5694,8600,8479,217.1,1.475056318,2082
11.7,10143,47199,48.3,6.3,22.1,49.83280786,99920,48774,43.74447752,14.9,137.8613837,13764,12084,3438,4124,39042,37403,11926,36.0,8.0,20294,42715,81.7,6715,7.3,90.3,22873,231.8,3105,10946,52.53091186,60,8.8,13.7,16695,484,1575,13057,171,2113,46388,347,6809,22026,24.65832442,3.5,426,100,13394,29547,77383,63304,6178,13910,10618,263.2,1.126165149,2721
12.8,2837,7811,59.6,5.8,21.0,7.386653425,22082,8151,12.65643422,14.7,26.10809573,2529,2407,177,743,31551,9666,2693,41.3,12.2,3313,35156,68.5,1620,6.2,73.9,6539,189.1,2335,3199,6.333817304,3,13.8,18.6,1662,101,340,2940,356,92,38761,154,2244,4650,7.213047469,4.5,10083,16,3194,132,16213,9339,1982,2757,3014,206.7,0.700024017,732
14.6,788,4439,53.7,5.8,25.9,3.418024848,10218,4633,5.856509596,11.0,12.08099457,1200,1313,20,473,41308,4236,1185,39.3,10.4,2360,45734,68.5,911,6.2,73.9,3263,189.1,944,1281,2.930846174,3,10.9,14.9,771,-79,194,1432,11,157,50160,30,861,2710,3.337692194,3.8,1985,3,1256,251,7890,7015,824,1167,1174,206.7,0.323921991,300
9.8,756,4647,46.4,8.6,25.1,4.014273975,10447,4856,6.406260237,15.6,11.34417247,1006,1275,25,551,40162,3462,989,35.9,10.2,2338,44709,84.8,866,9.2,92.8,2334,219.1,338,1462,5.601037139,22,8.4,14.2,1130,140,209,1325,332,281,49256,117,627,2568,4.783972524,4.0,4008,1,1777,77,7458,5998,758,1196,1059,240.4,0.674966421,298
