R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
9.0,2897,23369,45.9,7.2,28.1,45.31569369,55933,24698,31.46243806,7.7,116.9010383,5368,8496,926,2704,56786,21072,6640,32.3,8.0,12616,62657,88.2,6013,8.7,100.8,13849,273.3,1089,6633,30.58459935,5,7.9,12.1,11397,410,1329,9542,188,478,68528,289,3611,15643,24.75854544,3.3,290,26,4643,3659,45892,49943,3671,5894,5554,320.5,0.869103994,1499
12.5,2600,5430,52.5,6.5,23.2,5.014587443,16811,5786,9.398865229,12.0,20.2870462,2266,2075,87,685,32984,7057,2126,38.8,10.5,3408,36573,75.0,1399,7.0,79.9,5061,188.2,316,1824,7.279239836,7,11.8,15.4,1254,-246,356,2268,118,2218,40162,119,1579,4039,1.165793966,3.9,122,33,1863,2979,13430,13274,1408,2305,2070,207.6,0.490860617,520
10.5,649,3173,53.3,6.5,26.3,2.391705557,8018,3302,4.482785165,10.4,9.675898899,883,1076,13,395,42562,3338,984,38.3,10.8,1438,47600,75.0,758,7.0,79.9,2689,188.2,117,1083,3.471830647,0,11.1,14.9,920,-163,129,1145,102,52,52638,103,695,2195,0.556024985,3.8,41,3,851,929,6264,6915,677,843,936,207.6,0.234115783,240
12.1,1334,4833,51.7,7.4,28.3,6.520170871,12306,5061,4.518858318,10.3,18.36445116,1332,1722,42,448,47458,5062,1601,36.9,10.3,2451,50565,77.8,1288,8.1,85.1,3901,225.8,183,1467,10.44826935,4,12.4,15.0,903,250,228,1837,125,128,53672,95,1218,3343,2.166725308,3.6,109,4,1331,190,9794,11778,1009,1280,1471,253.1,0.209038096,356
14.9,5633,14770,59.6,9.2,27.2,23.2499856,43018,15785,29.56273784,9.6,66.77224349,4832,6493,110,2143,34572,20328,5410,39.7,12.0,7696,37867,89.4,3849,10.5,100.1,13673,231.6,679,4926,22.44004758,12,14.7,17.1,4826,-559,1015,5830,55,1840,41162,81,5006,12150,15.91289998,3.9,111,10,4888,1923,34121,40185,4095,4647,5847,263.4,1.334015567,1314
13.1,2710,13274,47.2,11.7,31.3,18.94005846,31490,13961,26.30432963,8.9,52.79688345,3116,5255,158,1690,36178,12073,3506,35.0,9.8,6645,39522,119.7,3501,12.1,128.9,9099,305.7,638,3551,25.88082522,14,10.7,13.0,4854,-50,687,4647,170,729,42866,150,2729,9959,13.08158075,3.9,1702,11,3084,218,25552,28763,2515,3140,3317,330.2,0.79995278,992
9.2,2741,33601,34.0,9.9,25.7,38.71055199,58140,34497,34.62598535,8.9,112.3255825,6873,8372,571,2659,56339,16059,7287,24.5,6.6,10325,61808,121.5,4819,11.7,130.3,11410,322.7,1106,6989,35.64712701,25,6.6,8.8,17339,-143,896,8561,302,2405,67277,352,3116,15091,22.9292718,2.8,181,22,5761,560,47214,55700,3117,6819,4176,367.1,1.299634839,1334
9.0,8741,28435,46.6,5.4,19.0,25.31049764,66893,30351,22.40188796,14.5,79.00324575,9041,6876,817,2220,49185,22807,8052,37.0,7.8,13653,53559,66.5,4621,6.2,72.9,13974,199.9,976,9864,23.07310558,39,7.2,14.3,6368,-330,1916,7976,172,614,57933,409,3546,12717,13.61779353,3.4,680,101,9748,1345,48993,62974,3828,8495,6988,224.8,1.218912547,1676
7.9,11323,86150,44.3,6.2,17.2,87.58653244,179914,89961,69.7226917,11.1,259.5368288,21819,18271,3938,5336,41195,62692,20349,35.7,6.6,36324,43303,78.1,10140,7.1,86.2,25219,223.5,3855,26090,81.73010357,17,7.3,11.7,34023,1297,3811,20011,159,6710,45411,215,10298,30269,73.49991506,3.1,936,271,20885,64297,141567,106617,9319,37013,16605,255.0,1.940591817,4346
8.4,649,2310,51.4,6.5,27.6,1.574087082,5277,2404,2.950318947,9.3,6.368136504,564,773,15,278,40124,2203,629,38.0,10.7,1013,44969,75.0,483,7.0,79.9,1636,188.2,103,592,2.284965119,0,11.1,15.8,452,53,94,813,96,175,49814,100,476,1436,0.365944605,4.0,37,1,521,1127,4282,3994,457,624,679,207.6,0.154081939,170
11.7,358,2356,48.8,6.3,30.7,2.959123323,4757,2440,2.124419158,11.9,8.436335582,475,688,26,320,36479,1808,491,36.8,10.6,986,40866,79.0,513,7.0,86.6,1373,236.3,55,588,2.653194541,47,11.4,14.3,632,-39,84,656,440,57,45253,383,423,1486,0.516351879,3.9,10,1,571,9,3702,4656,393,455,529,273.1,0.094729217,143
11.4,3796,10637,57.0,6.7,22.6,11.26799229,28543,11251,10.48429817,11.4,32.31304658,3333,3625,109,1167,34741,12527,3115,43.2,9.2,6152,38664,61.2,2189,7.1,65.9,6266,174.8,319,4088,19.93641383,44,10.1,17.3,2685,-5,614,3807,166,1034,42587,7,2215,6493,1.022625254,4.0,74,5,3538,14780,21988,13256,2033,3681,3815,191.3,0.946167291,877
13.2,8351,55313,45.8,7.2,28.9,106.7247659,131730,58344,74.09842071,9.8,275.3182159,13456,20097,732,8231,42204,48705,15132,33.0,8.8,23989,45163,88.2,12027,8.7,100.8,43146,273.3,2109,15735,72.03098838,2,9.1,12.8,20583,-1324,3031,18372,229,5980,48122,74,9729,39200,58.30982052,3.4,193,75,13324,4792,106421,123829,9325,15356,13586,320.5,2.046860872,3627
6.3,277,1977,36.7,6.3,18.3,3.558916302,7136,2074,3.1241052,0.8,9.845664873,500,584,239,340,43623,2374,470,27.7,5.7,672,48726,81.7,503,7.3,90.3,721,231.8,161,1663,3.751607156,16,6.3,8.2,1091,54,97,493,557,2748,53829,297,409,1303,1.761026852,2.5,14,7,314,633,6467,6082,368,2269,533,263.2,0.080427487,159
8.7,76720,455544,42.3,7.1,18.1,497.7854309,948201,472701,534.3201414,13.9,1500.04345,139301,100080,44264,34056,48370,305086,110489,35.9,6.4,183235,49771,86.4,50584,7.9,94.6,177153,238.3,26510,124876,495.9913157,20,6.6,11.0,191885,-2387,17157,114079,204,22853,51172,107,47780,173173,300.1065507,3.2,9220,415,128789,257997,720779,609795,46192,145947,79326,264.9,21.69248437,22862
8.2,75835,345495,40.6,6.7,18.3,634.7129142,799767,364346,243.1121035,12.8,1406.60282,110844,80622,46356,28261,59935,247681,111706,30.2,6.5,121387,62875,87.5,45132,7.6,97.7,149777,271.0,19359,102677,495.2915343,99,6.3,13.0,185092,3859,18851,107610,17,23476,65815,74,38345,146732,167.162015,3.2,5956,1066,105567,335030,610790,392000,39828,107348,79216,306.5,7.361592498,19711
7.9,3808,47954,42.4,9.7,20.5,43.99662534,95273,49251,73.57840193,13.2,113.1878994,13699,10943,789,4313,67048,30982,10923,34.2,6.4,22492,72277,79.6,6022,10.5,87.0,14759,217.1,1751,11980,57.2833555,35,5.6,8.7,22191,115,1297,11767,28,3720,77506,49,4091,18957,28.45365798,2.6,3979,66,12714,2302,73143,86386,4668,12912,6375,237.6,4.888513927,1906
11.4,1353,7105,48.0,5.8,26.1,11.94001709,15763,7455,7.489883275,12.5,26.45584142,1817,2045,141,1030,43509,5803,1773,34.1,8.9,4072,48152,87.2,1294,7.0,99.6,3315,240.5,223,1897,6.140120696,3,9.8,11.9,2360,-85,350,2128,229,364,52795,355,1182,4167,3.08305073,3.5,55,3,2060,128,12095,15213,1072,1719,1443,284.4,0.231352523,422
8.7,6026,30629,45.8,6.2,19.4,28.54795601,61607,31628,40.23537425,15.1,87.65563675,8045,6464,891,2416,49388,20472,7229,37.3,6.7,12887,53792,80.3,3847,6.8,88.2,12202,214.5,978,8982,33.36981435,77,6.9,11.0,8235,230,999,7524,168,1039,58196,57,3103,11885,26.24879177,3.0,1192,277,9376,2277,44687,55992,2997,7724,4937,239.2,2.969753813,1331
12.4,1018,3047,48.1,7.3,31.6,3.855864768,8253,3202,4.470282443,9.7,11.39823559,842,1293,102,460,29403,3129,814,32.7,10.4,1611,33085,82.1,998,7.7,91.1,2365,213.8,226,1012,4.025223487,49,9.7,16.5,940,-57,155,1121,211,22,36767,355,632,2671,2.095321815,4.6,224,19,912,188,6499,7494,675,801,1074,244.8,0.161481568,296
12.5,2665,18925,46.2,7.1,30.2,21.22699313,40434,19716,22.78493758,9.4,63.96613887,4238,6589,219,2476,47520,15102,4288,35.4,9.1,9937,50670,86.4,4094,7.9,94.6,12846,238.3,560,4559,21.15048693,9,8.6,11.8,4490,144,791,6464,400,608,53820,86,2799,12297,12.79740084,3.6,318,14,3987,251,32672,39072,2984,3739,3857,264.9,0.925029517,1186
7.0,438,5113,38.8,5.5,36.2,2.448369293,11041,5313,5.803075804,9.2,8.780141808,1288,2257,71,416,53848,3510,1319,28.0,7.7,2807,60285,68.9,1219,5.8,73.9,2417,181.6,212,1093,4.330277823,19,6.9,11.3,2435,348,200,1467,285,66,66722,338,627,3660,3.889697231,3.1,133,12,1062,48,9041,10565,693,920,1022,192.6,0.283230381,284
14.2,2047,13076,48.0,5.4,37.3,10.14190691,26804,13417,8.976428101,9.9,31.65657093,2521,4291,127,2203,55748,10293,2559,33.9,10.1,4804,61433,66.5,3569,6.2,72.9,5896,199.9,271,3046,9.245384748,40,8.6,14.0,6508,274,341,3369,231,309,67118,228,1835,9675,5.456644756,3.8,310,45,2822,185,21455,25866,2173,2424,3012,224.8,0.4884178,817
10.3,761,6662,48.8,6.3,21.4,6.701882703,16193,6985,9.94993208,11.9,21.20687033,1798,1864,104,775,44599,6061,1690,35.1,7.8,3311,49332,80.5,1200,6.8,88.0,3785,206.5,432,2642,9.132358007,4,8.3,11.8,2208,-108,323,2023,15,1385,54065,383,1025,3518,4.627358016,3.1,113,8,1951,812,12412,14724,966,2250,1462,227.6,0.773080245,385
11.9,6633,39523,38.9,6.2,30.3,48.04080947,98682,41079,38.24257513,11.5,142.3547547,12122,13138,1548,6576,55999,30214,11119,30.1,8.7,21771,59471,78.1,10635,7.1,86.2,15230,223.5,2049,11299,44.82858521,2,8.2,12.1,25502,1450,1556,12421,235,794,62943,278,6334,28522,40.31436474,3.5,917,166,11583,12028,77656,81974,6755,9789,9369,255.0,1.06440567,2692
6.5,1716,23442,43.1,9.7,14.7,16.3244645,35350,23910,27.30045772,18.9,41.99712661,5744,2948,364,944,71891,10864,3867,38.8,5.5,8860,79354,79.6,1278,10.5,87.0,5736,217.1,1265,4583,21.25435976,13,5.1,8.6,5390,1955,468,3877,493,494,86817,494,1298,4852,10.55741721,2.2,1503,60,6291,1641,25215,30517,1394,5818,2160,237.6,1.813829388,567
10.0,2501,19003,49.1,7.1,24.0,26.21075702,38754,19762,17.92250853,10.2,75.52915084,4237,4940,193,1649,54680,14809,4861,37.4,8.5,7548,57701,83.7,3183,8.3,93.7,12720,248.6,860,5167,20.02109305,0,9.9,12.5,3990,-70,759,5678,33,680,60722,322,2977,9346,7.413009449,3.1,167,16,4352,822,30175,36696,2560,4687,3764,292.7,0.643168083,939
6.7,320340,1577885,32.0,6.2,19.0,1801.140666,3185968,1625426,1224.06367,11.6,4733.481111,427482,335974,681242,120673,87793,795595,426230,21.6,5.5,604676,89373,87.1,201400,7.2,96.2,368858,243.8,113005,405046,1241.460548,53,5.1,10.1,857638,6018,47541,439796,160,44926,90953,165,126211,598030,637.6439053,2.7,32905,12403,375647,67789,2487180,2278624,137712,453720,250520,279.6,28.91425565,68201
11.0,8236,46989,46.2,6.1,20.7,42.22022069,107386,49142,53.32489295,11.7,139.7070473,12936,12159,2171,4416,46002,39450,12027,32.2,7.6,21677,48335,74.4,7498,6.5,80.3,22265,212.0,2559,13949,55.4110308,40,9.8,12.0,16918,-295,2153,12815,279,9587,50668,354,8351,22306,13.55989604,3.1,417,43,12223,7837,85421,94359,6495,19363,10277,230.8,2.118232281,2649
14.6,5253,25027,50.0,8.3,33.7,39.47188486,64389,26460,30.39135393,9.6,94.67721078,7111,10927,870,3774,45383,26286,6640,36.1,10.1,19180,48352,101.0,7468,9.2,109.4,14220,271.5,2813,6515,32.28121062,0,10.4,14.8,8445,608,1433,8720,233,1230,51321,192,5472,21217,17.79230933,4.0,1885,180,6482,428,52539,58213,5285,6752,7776,303.4,0.937246001,2094
12.6,892,10609,42.1,6.5,25.9,8.160845589,20154,10811,13.7993641,12.5,26.09810322,2216,2660,110,1344,54509,6403,2146,33.8,7.6,4823,60531,77.9,1530,6.9,84.8,5013,193.1,210,2619,12.27319657,12,7.0,10.1,3070,-119,202,2758,70,405,66553,148,1064,5287,5.446949364,3.0,65,4,2733,257,15215,19508,1151,2148,1531,218.2,0.753505305,463
9.9,2471,6189,53.5,5.4,25.5,7.494810177,19808,6573,6.633528123,10.2,23.39402167,2455,2554,153,987,44204,8172,2670,38.8,9.8,5027,49317,66.5,1726,6.2,72.9,4549,199.9,393,2625,6.83228552,14,9.8,15.6,1807,154,384,2489,398,1615,54430,364,1505,5012,4.032428717,3.9,288,5,2359,3131,15285,15838,1499,1943,2382,224.8,0.360937912,596
8.7,4211,45504,36.3,9.4,25.5,33.06438735,102106,47793,56.42091678,11.3,110.7272506,12806,15479,861,4021,49915,28882,12072,27.5,7.5,23631,54382,88.0,8655,9.8,91.5,20728,236.2,2444,12140,48.44317216,7,6.9,9.7,20694,2014,2289,13547,289,992,58849,251,5474,24545,37.58190538,3.0,1385,83,12221,302,79631,97031,5934,11165,7720,247.1,5.382574684,2421
11.9,33,386,43.4,6.2,46.2,0.316030743,682,401,0.445412457,8.9,0.970362853,59,118,2,73,41190,231,69,34.3,9.7,179,46220,80.3,79,6.8,88.2,177,214.5,11,90,0.369409538,0,8.2,12.5,122,14,15,61,460,22,51250,459,44,316,0.290578603,3.8,3,0,77,0,531,666,51,56,66,239.2,0.032875681,20
8.7,664,6435,41.4,8.6,28.2,5.017170028,13057,6662,8.006752169,9.9,14.1783153,1340,2472,133,514,56032,4315,1216,32.3,7.9,2125,60733,84.8,1132,9.2,92.8,2978,219.1,198,1700,7.000358181,12,6.2,10.7,2824,265,227,1833,482,878,65434,314,644,3478,5.979164282,3.1,162,7,1428,148,10430,12409,822,1422,1115,240.4,0.843594961,325
5.8,19,1137,38.3,5.4,21.3,0.756869512,2464,1176,0.820006928,14.4,2.880936888,284,317,12,99,54151,669,256,30.4,7.1,587,60695,62.2,192,5.8,65.3,413,199.9,33,388,0.940825439,52,6.2,10.8,329,62,39,259,411,1,67239,479,109,491,0.622020464,3.1,16,2,398,9,1748,2392,124,271,189,216.2,0.04209161,54
9.2,16,405,45.9,6.2,31.2,0.305836203,660,416,0.431044313,16.8,0.939060825,82,102,1,27,50417,228,56,37.7,9.1,170,56724,80.3,69,6.8,88.2,183,214.5,7,70,0.357493101,0,8.4,12.6,124,11,11,99,38,3,63031,201,42,213,0.2812051,3.6,1,0,103,1,498,650,45,52,63,239.2,0.031815175,18
9.2,1102,3810,52.0,9.2,28.7,4.543200032,8406,3968,5.776753319,7.0,13.04773534,965,1193,33,394,40627,3686,1120,36.9,10.4,1392,44725,89.4,834,10.5,100.1,2871,231.6,120,873,4.384932818,4,12.7,14.3,998,-123,158,1278,430,931,48823,374,904,2461,3.109485268,3.4,35,6,671,160,7093,8052,735,1078,1012,263.4,0.260675412,241
9.8,489,5566,45.2,6.6,26.8,5.678639908,9911,5733,6.192631887,10.9,16.57315031,1125,1405,167,728,53611,3516,1099,35.6,7.9,2624,57786,96.0,852,7.4,104.9,2435,265.0,164,1224,5.086930928,5,6.3,10.9,1564,-77,167,1384,84,110,61961,286,490,2709,3.200527376,3.2,44,8,1114,99,7771,9429,614,980,846,302.7,0.224319524,250
13.1,39,946,37.4,7.1,27.0,0.607779844,1383,963,0.661200366,13.1,1.769919011,132,205,3,104,39928,402,134,25.9,8.6,347,44704,88.9,120,7.8,95.4,361,262.5,20,147,0.702965501,0,8.3,10.9,204,16,17,197,199,14,49480,196,89,370,0.545617783,3.7,12,5,187,9,1074,1334,93,157,117,285.7,0.021611029,39
0.5,25,1003,34.8,8.5,20.9,0.608677611,2059,1088,1.652922686,13.6,2.362115866,303,277,110,28,67257,583,330,27.2,6.1,461,75477,105.6,81,9.6,112.8,418,256.7,88,190,1.340207584,23,6.4,9.4,697,-7,85,356,60,106,83697,63,108,481,0.9660663,2.6,109,1,219,44,1675,1707,103,275,157,276.9,0.058634082,44
10.4,76,1043,45.5,9.7,31.4,1.05935846,2294,1065,1.771633663,10.8,2.725358089,269,369,73,224,47274,844,216,32.8,9.2,563,53162,79.6,242,10.5,87.0,567,217.1,42,234,1.379278678,102,7.3,12.2,483,-36,22,315,379,53,59050,467,135,743,0.685112166,3.5,14,1,245,19,1857,2145,171,180,226,237.6,0.117706496,65
16.2,4385,7723,60.6,7.6,22.5,11.53246731,26092,8245,11.09452551,12.8,37.69802985,3204,3508,143,907,29821,12191,3387,43.6,11.6,5599,33108,72.9,1906,8.3,77.3,6574,214.6,324,3037,17.13228308,0,15.0,16.7,2333,-387,522,3768,296,611,36395,409,3016,6143,5.75747482,3.9,61,14,3412,445,20108,25105,2331,2963,3349,230.9,0.613118515,790
11.7,2864,7166,50.3,6.1,22.4,9.110383931,19252,7477,6.242571231,12.3,23.4036942,2300,2232,235,754,35476,7334,2381,35.3,9.9,3119,39412,71.9,1532,7.0,79.1,5526,202.9,243,2678,8.812072846,14,11.9,15.5,1541,139,311,2701,263,178,43348,111,1741,4266,6.088840365,3.9,77,14,2402,2116,14587,16567,1448,2272,2257,228.7,0.265368757,575
11.4,2153,20474,44.9,5.5,25.5,8.960574801,40408,21053,21.23817472,11.8,32.13368084,4866,5248,340,2179,49326,14293,4576,33.6,7.8,10449,54476,68.9,3396,5.8,73.9,9161,181.6,1087,4839,15.8480089,3,7.6,11.8,6092,34,579,5142,32,1063,59626,20,2419,10185,14.23556614,3.3,2426,49,4754,200,31840,36306,2469,5408,3764,192.6,1.03657035,1036
11.0,3387,14539,53.4,9.2,25.9,18.28900141,33839,15341,23.25476512,9.3,52.52466287,4357,4746,71,1437,42955,14619,4395,39.0,10.2,5498,47101,89.4,2960,10.5,100.1,12148,231.6,334,3463,17.65188456,57,12.6,15.2,3836,16,802,4781,416,2104,51247,155,3451,8739,12.51747228,3.4,82,10,3573,417,27364,32925,2778,4127,4150,263.4,1.049368934,919
10.7,31983,258083,45.8,7.1,23.4,366.5190954,541918,270717,250.6200645,10.8,1056.164689,66839,70958,20927,24722,56391,196517,64917,33.1,7.8,109619,58890,83.7,40506,8.3,93.7,115730,248.6,13564,65307,279.9656991,82,8.7,12.6,121428,176,12634,76128,148,10350,61389,8,37203,126698,103.6600933,3.1,1195,197,60970,81383,428690,424652,33444,71571,54137,292.7,8.993764801,13394
7.8,418,3891,44.5,8.6,23.5,2.527989708,6579,4012,4.034343457,12.7,7.143994514,730,847,200,324,51537,2166,693,35.2,8.4,1628,57392,84.8,512,9.2,92.8,1450,219.1,215,894,3.527254076,85,6.8,11.5,929,39,121,936,25,164,63247,80,330,1527,3.012707499,3.3,890,0,970,96,4865,5178,410,673,562,240.4,0.425060216,163
10.1,1627,3958,52.6,6.1,24.6,5.238044864,11069,4134,3.589186628,7.5,13.45603008,1308,1519,123,607,36892,4759,1429,38.6,10.1,2532,40582,71.9,1144,7.0,79.1,3118,202.9,170,1221,5.066529936,46,11.5,17.2,1032,-139,176,1527,74,1174,44272,286,1043,2806,3.500798566,4.3,49,10,1002,3497,9044,7220,917,1312,1557,228.7,0.152574629,392
6.8,777,8379,37.8,10.4,22.6,4.440234917,19434,8711,12.64794188,12.3,18.29914996,2327,2833,98,614,63003,5404,2412,28.3,7.2,4964,69598,76.2,1519,10.6,79.8,3998,199.6,284,2818,9.620508986,46,7.5,10.1,2841,175,332,2444,267,71,76193,161,1071,4254,5.415741072,3.0,200,11,2734,110,14298,18731,1036,1733,1450,207.9,0.975506156,425
11.2,14347,63584,50.4,6.2,22.0,58.07207078,138159,65996,63.61568446,11.4,175.33037,16810,16846,2154,4964,45001,53166,17133,39.4,7.8,26507,47949,72.3,10514,7.0,80.1,30767,205.0,1877,18443,57.63727755,6,8.5,14.9,21471,-354,2412,18020,352,3164,50897,274,8935,30487,28.50613114,3.6,575,132,17424,59554,105569,73867,8267,18005,15679,229.5,1.875045804,3769
12.1,808,5011,43.8,10.4,27.4,2.714543123,11881,5257,7.732334955,11.5,11.18720802,1340,1648,57,574,50658,3890,1274,34.2,8.3,3380,55195,76.2,1126,10.6,79.8,2334,199.6,177,1713,5.881510099,7,8.5,11.7,1508,2,246,1475,53,183,59732,262,757,3267,3.310920021,3.3,180,2,1558,85,8878,11380,738,1173,1039,207.9,0.596376898,296
10.1,4070,19121,47.5,6.3,26.5,18.34218382,36778,19660,16.10122492,10.5,50.7432543,4245,5521,247,1408,58843,13954,4303,37.8,8.6,6890,63714,81.7,3312,7.3,90.3,8714,231.8,839,4072,19.33528699,12,9.3,13.4,6026,893,539,6008,236,211,68585,236,2740,9238,9.076099433,3.5,227,27,3975,5826,29371,29612,2525,3934,3949,263.2,0.414512629,1026
11.1,383,1611,49.9,5.4,30.3,1.452573519,3839,1666,1.285647944,9.6,4.534008946,400,569,21,296,40361,1509,403,36.3,9.9,908,45261,66.5,371,6.2,72.9,932,199.9,86,448,1.32416923,42,8.7,15.0,495,-65,55,505,469,22,50161,122,264,1176,0.781527355,3.9,46,6,446,160,3027,3520,301,401,455,224.8,0.069953587,117
9.5,1517,15355,39.9,6.7,22.4,26.86736382,36219,16179,21.82361865,9.6,73.5654872,3393,4171,1199,1577,38737,11561,3315,31.2,7.8,5498,42282,87.6,2720,7.9,97.8,7160,249.7,633,5849,16.01534027,60,8.6,10.2,7041,-178,824,3892,338,3047,45827,61,2503,8122,13.70724711,3.0,256,16,3827,339,28983,33776,2250,7475,2951,287.0,0.521766742,868
7.9,12158,163318,33.9,6.7,20.3,262.8191305,331164,169129,100.66679,9.6,582.4399061,39148,38524,61439,14030,114273,87613,46473,26.2,5.5,46127,119731,87.5,21385,7.6,97.7,45738,271.0,6805,44343,205.088139,33,4.8,9.5,124687,464,5811,53380,402,5281,125189,356,12290,67698,69.21771158,2.5,1198,271,35981,34372,258649,227079,14162,37900,24528,306.5,3.048255827,6354
9.5,402,3888,44.6,8.6,36.9,3.352977381,8726,4051,5.350916706,8.3,9.475375609,781,1960,56,493,52893,3292,886,33.1,9.6,2613,58806,84.8,1146,9.2,92.8,2076,219.1,192,786,4.678343072,3,7.1,12.6,1701,60,163,1425,368,252,64719,88,528,3144,3.995878649,3.7,321,2,660,50,7383,8105,708,589,928,240.4,0.563774958,270
9.0,1316,7257,38.8,6.2,35.7,9.876975719,17471,7663,6.712439162,8.4,25.95714976,1767,3222,301,1121,46514,5686,1653,26.3,9.1,5524,51402,87.1,2211,7.2,96.2,3622,243.8,705,1550,6.807839008,25,8.7,12.6,3197,34,406,2594,145,728,56290,159,1275,6311,3.496669354,3.8,594,34,1536,220,14643,15617,1327,1817,1843,279.6,0.158558077,561
10.8,2189,14582,43.2,6.1,22.2,12.66299953,32208,15100,15.99359462,11.6,41.90196653,3733,4208,260,1244,45722,11067,3946,33.2,7.9,6615,51031,74.4,2607,6.5,80.3,9370,212.0,521,3952,16.61928445,1,10.1,12.7,3972,161,518,4620,155,2067,56340,43,2599,7164,4.066983887,3.1,109,11,3559,653,25644,30654,2033,4339,3258,230.8,0.635315826,798
3.3,82,582,49.9,6.2,30.7,0.424463579,916,595,0.598237259,19.9,1.3033026,85,155,4,90,42046,354,59,38.4,11.0,302,47047,80.3,93,6.8,88.2,185,214.5,8,85,0.496157092,17,9.6,14.1,126,23,13,119,188,0,52048,21,68,294,0.390278593,4.1,5,1,130,3,710,895,78,100,100,239.2,0.044155607,29
13.0,966,3023,53.0,6.1,24.9,3.744097115,7912,3185,2.565511302,13.1,9.618222963,926,912,74,392,29633,3182,848,38.4,9.9,1615,33261,71.9,716,7.0,79.1,2216,202.9,94,1051,3.621500122,7,11.1,17.6,685,-3,162,976,318,386,36889,155,667,2004,2.502332483,4.4,41,14,1051,3224,6000,4465,593,1040,1058,228.7,0.109058675,261
11.4,320,1868,47.7,6.3,27.9,2.455257464,3947,1922,1.762682871,11.6,6.999835304,381,530,14,227,35048,1445,420,33.7,9.9,701,39309,79.0,413,7.0,86.6,1233,236.3,55,536,2.201420822,0,11.2,13.5,422,-28,54,561,264,87,43570,22,339,1111,0.428429864,3.6,17,0,478,21,3030,3840,299,401,409,273.1,0.078599163,110
9.5,91,1039,49.2,6.3,28.1,0.829819973,2005,1065,1.231989985,11.5,2.62581208,225,242,26,156,46297,748,206,39.4,8.4,487,51235,80.5,176,6.8,88.0,389,206.5,50,280,1.130758834,0,7.8,12.3,445,6,26,241,314,57,56173,27,119,587,0.572954537,3.4,26,2,249,8,1522,1893,128,230,188,227.6,0.095721972,52
15.1,9130,29649,49.7,6.0,64.2,70.09154656,128754,31241,50.05243687,3.6,175.9270616,7848,30826,1228,14349,52581,59485,7650,28.9,13.7,32750,55324,80.1,40336,6.9,86.8,32762,240.7,1281,4922,74.71595649,3,11.8,16.6,33688,3821,1592,11084,254,8197,58067,249,14072,74936,36.83206496,4.8,519,88,5032,9606,119652,116032,16450,6707,19838,265.2,1.311760725,5704
9.8,10317,23866,52.8,6.2,23.2,28.65253929,58856,24946,22.80866827,11.0,84.90334045,6546,7483,449,2684,40123,23706,7260,38.7,10.8,12211,42725,78.1,4837,7.1,86.2,12972,223.5,942,7830,26.73670184,82,11.7,17.3,4436,-6,1080,7902,24,374,45327,13,5271,13785,24.04432674,4.4,821,249,7477,15035,44894,41360,4837,6837,7787,255.0,0.634833709,1998
13.7,4174,10727,51.0,6.3,27.3,13.33995141,26748,11205,11.71014096,8.7,36.90468666,2911,4074,62,1310,34733,11068,3399,34.2,10.2,6001,38966,81.7,2577,7.3,90.3,7283,231.8,220,2895,14.06221808,0,11.7,14.0,2732,-279,478,4062,52,433,43199,270,2534,7582,6.600889326,3.8,68,7,2667,295,21696,26096,2205,2853,3043,263.2,0.301467828,831
13.5,106,1182,44.5,6.2,31.2,1.091742568,2356,1214,1.538697579,10.1,3.352162582,247,323,3,213,40490,810,215,35.7,8.7,715,45221,80.3,230,6.8,88.2,567,214.5,16,291,1.276142039,2,7.8,11.5,292,-21,32,324,23,56,49952,49,141,760,1.003816992,3.5,3,0,298,18,1820,2316,159,215,209,239.2,0.113570536,63
8.0,1615,4204,50.4,6.1,17.5,3.926285865,8297,4358,2.690349756,13.9,10.08624822,1008,872,74,218,33083,3083,1085,37.2,9.8,987,36779,71.9,546,7.0,79.1,2109,202.9,190,1179,3.79772327,39,11.8,16.8,519,82,154,1057,159,20,40475,215,719,1451,2.62409664,4.1,124,86,1202,1420,6114,6403,596,1130,1028,228.7,0.114365498,252
